일시,지역명,방문자수,검색건수,관외 이동량,숙박업소 개수
10,울산광역시 북구,5531679,95357,630691,53
10,울산광역시 울주군,7378275,217165,791236,176
11,울산광역시 중구,5173570,54532,601255,25
11,울산광역시 남구,9674616,169844,1418388,123
11,울산광역시 동구,3714205,44362,365954,39
11,울산광역시 북구,5227414,86486,786487,54
11,울산광역시 울주군,6760292,173870,932429,179
12,울산광역시 중구,5128461,56437,483594,25
12,울산광역시 남구,9735715,196947,1137720,124
12,울산광역시 동구,3629664,48889,290755,39
12,울산광역시 북구,5298846,100906,652805,54
12,울산광역시 울주군,6404782,179452,711791,179
1,전라남도 여수시,6908362,256547,552767,552
1,전라남도 순천시,7251626,118944,458853,174
1,전라남도 나주시,3474660,52447,290576,48
1,전라남도 광양시,3459201,49228,293658,72
1,전라남도 담양군,1946579,73746,225894,69
1,전라남도 곡성군,850603,8362,81850,16
1,전라남도 구례군,797405,18847,73608,61
1,전라남도 고흥군,1423739,26066,132906,45
1,전라남도 보성군,1224222,23518,120241,24
1,전라남도 화순군,2229244,27776,177027,21
1,전라남도 장흥군,1251077,12920,80006,10
1,전라남도 강진군,1137045,16281,85097,10
1,전라남도 해남군,1774744,25741,149311,37
1,전라남도 영암군,1868990,15987,177476,17
1,전라남도 무안군,2861326,36052,269447,28
1,전라남도 함평군,866250,11304,100634,13
1,전라남도 영광군,1558029,25544,117435,22
1,전라남도 장성군,1418753,20363,142028,33
1,전라남도 완도군,1465857,22816,89286,64
1,전라남도 진도군,909242,27823,83047,19
1,전라남도 신안군,909930,14499,83258,20
2,전라남도 여수시,6346137,279062,563945,556
2,전라남도 순천시,6564074,116697,399622,174
2,전라남도 나주시,3165096,56333,272775,47
2,전라남도 광양시,3235254,51414,278243,73
2,전라남도 담양군,1785933,83195,225002,68
2,전라남도 곡성군,734965,9276,72282,17
2,전라남도 구례군,718627,20456,65036,60
2,전라남도 고흥군,1188926,24309,94394,44
2,전라남도 보성군,1030587,21599,97880,24
2,전라남도 화순군,2029133,31665,169900,21
2,전라남도 장흥군,1048592,10363,56903,10
2,전라남도 강진군,1018882,19625,76438,10
2,전라남도 해남군,1533244,23986,116051,37
2,전라남도 영암군,1735325,12866,171596,17
2,전라남도 무안군,2599087,32141,265901,27
2,전라남도 함평군,764913,12661,87445,14
2,전라남도 영광군,1383728,23665,96497,22
2,전라남도 장성군,1306312,23227,134640,31
2,전라남도 완도군,1278888,21500,67993,64
2,전라남도 진도군,798999,28471,72684,19
2,전라남도 신안군,840692,14597,81644,21
3,전라남도 여수시,7109724,249126,501477,565
3,전라남도 순천시,7694614,148232,462121,171
3,전라남도 나주시,3817391,71781,321319,52
3,전라남도 광양시,4193322,86952,329013,73
3,전라남도 담양군,2166211,95512,250545,69
3,전라남도 곡성군,971440,18070,99807,17
3,전라남도 구례군,1541277,85615,193213,60
3,전라남도 고흥군,1403828,26468,104028,45
3,전라남도 보성군,1259314,25970,114047,24
3,전라남도 화순군,2441777,43730,195156,22
3,전라남도 장흥군,1235336,12575,64375,10
3,전라남도 강진군,1222612,23334,91513,10
3,전라남도 해남군,1816494,30905,127497,38
3,전라남도 영암군,2081262,24025,207177,16
3,전라남도 무안군,3169836,39232,290076,27
3,전라남도 함평군,939786,16538,100938,14
3,전라남도 영광군,1618583,28420,108607,22
3,전라남도 장성군,1641661,29534,163075,32
3,전라남도 완도군,1507709,25761,74814,64
3,전라남도 진도군,890468,25795,64676,19
3,전라남도 신안군,1034211,15940,93504,22
4,전라남도 여수시,6969148,278030,524940,592
4,전라남도 순천시,8062195,269383,572832,180
4,전라남도 나주시,3669084,75819,309249,54
4,전라남도 광양시,3554524,55901,280197,74
4,전라남도 담양군,2126975,93097,249001,79
4,전라남도 곡성군,978366,20705,96329,18
4,전라남도 구례군,1026304,41433,96585,73
4,전라남도 고흥군,1406313,28354,108429,46
4,전라남도 보성군,1366909,31112,127395,27
4,전라남도 화순군,2462115,56357,203795,23
4,전라남도 장흥군,1262016,16239,70991,13
4,전라남도 강진군,1293504,33926,106191,12
4,전라남도 해남군,1775998,31107,128104,40
4,전라남도 영암군,2082888,31122,196918,18
4,전라남도 무안군,2978361,48066,296352,35
4,전라남도 함평군,1009914,18649,114995,14
4,전라남도 영광군,1648555,32056,120385,23
4,전라남도 장성군,1575936,30859,157656,34
4,전라남도 완도군,1486155,30922,82573,69
4,전라남도 진도군,927640,32617,73367,19
4,전라남도 신안군,1249617,19809,127010,22
5,전라남도 여수시,7319382,297096,575819,597
5,전라남도 순천시,8200530,230367,549415,183
5,전라남도 나주시,3866193,72362,307562,52
5,전라남도 광양시,3751427,57720,289332,73
5,전라남도 담양군,2327020,103573,277136,79
5,전라남도 곡성군,1318156,35449,151468,18
5,전라남도 구례군,976359,32949,98540,75
5,전라남도 고흥군,1536994,34144,131156,47
5,전라남도 보성군,1396079,30445,130866,27
5,전라남도 화순군,2488891,46048,200090,23
5,전라남도 장흥군,1300534,14773,73281,13
5,전라남도 강진군,1231317,20040,93393,12
5,전라남도 해남군,1904145,34701,144891,40
5,전라남도 영암군,2126925,22573,192370,18
5,전라남도 무안군,3220465,45754,297876,35
5,전라남도 함평군,1092100,22708,123929,14
5,전라남도 영광군,1696377,28117,120940,23
5,전라남도 장성군,1794607,36802,179586,34
5,전라남도 완도군,1617072,31804,92488,66
5,전라남도 진도군,936726,32300,75829,18
5,전라남도 신안군,1250790,18049,120942,22
6,전라남도 여수시,7030724,282577,699748,603
6,전라남도 순천시,7486224,176641,580821,184
6,전라남도 나주시,3660202,72621,369491,52
6,전라남도 광양시,3413568,55559,355159,73
6,전라남도 담양군,2238395,98092,328700,81
6,전라남도 곡성군,954331,19409,122081,17
6,전라남도 구례군,899310,26560,102931,78
6,전라남도 고흥군,1446644,28740,137300,47
6,전라남도 보성군,1237961,31481,145728,27
6,전라남도 화순군,2346814,42559,238761,21
6,전라남도 장흥군,1251049,14114,82303,13
6,전라남도 강진군,1146054,17465,102042,13
6,전라남도 해남군,1695995,34702,167154,40
6,전라남도 영암군,1918309,22446,234458,16
6,전라남도 무안군,2931609,48330,360493,35
6,전라남도 함평군,939871,19279,135271,14
6,전라남도 영광군,1648309,27705,145344,23
6,전라남도 장성군,1668681,36117,205405,34
6,전라남도 완도군,1430809,25011,93362,62
6,전라남도 진도군,897909,31076,89064,18
6,전라남도 신안군,1172539,21653,146428,22
7,전라남도 여수시,7296367,336112,650755,610
7,전라남도 순천시,7423394,150920,451683,183
7,전라남도 나주시,3645005,70152,295498,52
7,전라남도 광양시,3523935,61865,307440,73
7,전라남도 담양군,2190049,95329,245562,81
7,전라남도 곡성군,842766,13897,84220,17
7,전라남도 구례군,893719,25883,81143,78
7,전라남도 고흥군,1441997,31508,120722,46
7,전라남도 보성군,1168607,25189,107152,26
7,전라남도 화순군,2366467,44606,190679,21
7,전라남도 장흥군,1287043,16683,73086,14
7,전라남도 강진군,1118127,16781,81439,14
7,전라남도 해남군,1657425,31107,130527,42
7,전라남도 영암군,1873963,25033,194052,18
7,전라남도 무안군,2900113,48553,287745,35
7,전라남도 함평군,892514,15368,102379,14
7,전라남도 영광군,1611971,26728,111872,23
7,전라남도 장성군,1540687,32165,157180,34
7,전라남도 완도군,1451694,28876,85804,64
7,전라남도 진도군,900798,33797,77898,18
7,전라남도 신안군,1072669,18536,96830,22
8,전라남도 여수시,7574928,449692,823339,621
8,전라남도 순천시,7538375,171756,486060,183
8,전라남도 나주시,3735452,81106,323460,52
8,전라남도 광양시,3658303,79308,344791,72
8,전라남도 담양군,2360799,130889,312852,82
8,전라남도 곡성군,885184,18743,101536,17
8,전라남도 구례군,1057687,44898,131897,76
8,전라남도 고흥군,1472944,40567,150104,46
8,전라남도 보성군,1204584,28865,127855,27
8,전라남도 화순군,2405236,51788,216459,19
8,전라남도 장흥군,1279019,19921,90549,14
8,전라남도 강진군,1160121,20576,94545,14
8,전라남도 해남군,1808566,41889,169626,43
8,전라남도 영암군,1962046,31478,205219,18
8,전라남도 무안군,2919707,54134,305857,34
8,전라남도 함평군,949365,19567,119119,14
8,전라남도 영광군,1690019,34076,134221,25
8,전라남도 장성군,1600665,37804,178838,34
8,전라남도 완도군,1556918,38906,121954,66
8,전라남도 진도군,979246,41973,103217,18
8,전라남도 신안군,1213475,25808,134551,22
9,전라남도 여수시,6851977,311741,655572,622
9,전라남도 순천시,7353566,200273,585479,184
9,전라남도 나주시,3589555,76495,362653,54
9,전라남도 광양시,3370346,59302,323329,75
9,전라남도 담양군,2230888,111765,293607,83
9,전라남도 곡성군,885322,18687,121998,17
9,전라남도 구례군,917759,33585,108209,77
9,전라남도 고흥군,1488860,40416,176090,46
9,전라남도 보성군,1238154,33386,157447,28
9,전라남도 화순군,2196535,43616,218410,19
9,전라남도 장흥군,1264154,18173,102546,15
9,전라남도 강진군,1177216,23108,116563,14
9,전라남도 해남군,1846221,41217,198157,43
9,전라남도 영암군,1944333,29549,228331,18
9,전라남도 무안군,2988415,52366,351153,35
9,전라남도 함평군,946134,28321,153854,14
9,전라남도 영광군,1843821,71269,199172,25
9,전라남도 장성군,1568451,39160,199873,34
9,전라남도 완도군,1560888,34817,121789,66
9,전라남도 진도군,993480,36826,104353,18
9,전라남도 신안군,1285840,25399,139917,22
10,전라남도 여수시,7537994,341476,641137,612
10,전라남도 순천시,8319478,296303,597996,184
10,전라남도 나주시,3819959,93817,328354,53
10,전라남도 광양시,3622624,66141,312314,75
10,전라남도 담양군,2372644,129151,273957,84
10,전라남도 곡성군,938114,24538,108061,17
10,전라남도 구례군,1080508,44980,106824,75
10,전라남도 고흥군,1502174,35900,124047,47
10,전라남도 보성군,1316658,35419,127458,27
10,전라남도 화순군,2434457,65267,214243,19
10,전라남도 장흥군,1282341,19148,78562,15
10,전라남도 강진군,1238680,30676,98420,14
10,전라남도 해남군,1937318,39631,148849,42
10,전라남도 영암군,2074405,32417,213932,18
10,전라남도 무안군,3089747,58302,319714,34
10,전라남도 함평군,1022875,35303,131363,14
10,전라남도 영광군,1727853,46859,131884,25
10,전라남도 장성군,1941478,74403,220257,34
10,전라남도 완도군,1661887,31714,91335,67
10,전라남도 진도군,1038109,35472,80349,18
10,전라남도 신안군,1445581,26480,117141,22
11,전라남도 여수시,6835612,245176,654906,626
11,전라남도 순천시,7371451,166146,583436,181
11,전라남도 나주시,3565018,69820,377736,53
11,전라남도 광양시,3372121,57001,377486,75
11,전라남도 담양군,2135567,109176,318930,87
11,전라남도 곡성군,805785,12764,111594,17
11,전라남도 구례군,930982,31869,108187,78
11,전라남도 고흥군,1355487,26896,138235,47
11,전라남도 보성군,1134522,22814,141460,27
11,전라남도 화순군,2192755,43070,237132,18
11,전라남도 장흥군,1172672,13464,88442,15
11,전라남도 강진군,1101507,19393,105113,14
11,전라남도 해남군,1781793,30740,178492,43
11,전라남도 영암군,1923232,29205,265342,18
11,전라남도 무안군,2872073,43877,382719,35
11,전라남도 함평군,868618,22901,147722,14
11,전라남도 영광군,1519624,27273,143080,25
11,전라남도 장성군,1635805,47822,229637,33
11,전라남도 완도군,1465739,19855,90960,67
11,전라남도 진도군,906721,24780,82765,18
11,전라남도 신안군,1164794,13134,111480,20
12,전라남도 여수시,7011488,302347,565860,622
12,전라남도 순천시,7314882,137824,438231,181
12,전라남도 나주시,3466209,62235,273420,53
12,전라남도 광양시,3366840,58875,299955,76
12,전라남도 담양군,2006673,89145,231369,87
12,전라남도 곡성군,740542,10115,74793,18
12,전라남도 구례군,766664,18766,63644,78
12,전라남도 고흥군,1341099,24631,105612,48
12,전라남도 보성군,1132140,22051,105596,27
12,전라남도 화순군,2094981,31369,165737,18
12,전라남도 장흥군,1176723,12569,67843,15
12,전라남도 강진군,1142171,14555,73218,14
12,전라남도 해남군,1862186,25121,135959,43
12,전라남도 영암군,1776279,16698,187954,18
12,전라남도 무안군,2902081,39150,294731,36
12,전라남도 함평군,771532,13497,97293,14
12,전라남도 영광군,1593931,21340,95910,26
12,전라남도 장성군,1359828,25918,142517,34
12,전라남도 완도군,1588589,21376,79158,66
12,전라남도 진도군,974985,25175,70629,18
12,전라남도 신안군,1187675,13415,79853,22
1,전북특별자치도 군산시,8004157,146548,378439,125
1,전북특별자치도 익산시,7912983,87474,409529,74
1,전북특별자치도 정읍시,2740149,29774,192518,42
1,전북특별자치도 남원시,2336241,33734,168529,52
1,전북특별자치도 김제시,2279192,30703,222334,21
1,전북특별자치도 완주군,2757553,41639,392726,65
1,전북특별자치도 진안군,606659,7883,65628,15
1,전북특별자치도 무주군,1386243,89582,161472,115
1,전북특별자치도 장수군,532769,2491,43140,4
1,전북특별자치도 임실군,893273,13112,94101,10
1,전북특별자치도 순창군,695039,10142,65923,8
1,전북특별자치도 고창군,1682204,23033,117373,28
1,전북특별자치도 부안군,1711062,50145,138397,159
2,전북특별자치도 군산시,7358677,181554,372084,124
2,전북특별자치도 익산시,7159461,87738,375452,74
2,전북특별자치도 정읍시,2380386,28123,154517,43
2,전북특별자치도 남원시,2066482,34296,138302,51
2,전북특별자치도 김제시,2038001,28909,201005,21
2,전북특별자치도 완주군,2557462,42176,391312,65
2,전북특별자치도 진안군,535156,8838,57845,15
2,전북특별자치도 무주군,1044011,58643,118724,114
2,전북특별자치도 장수군,453640,2858,32112,4
2,전북특별자치도 임실군,736242,12286,80436,10
2,전북특별자치도 순창군,638440,15209,60825,8
2,전북특별자치도 고창군,1503424,26923,99254,28
2,전북특별자치도 부안군,1548301,54219,125489,159
3,전북특별자치도 군산시,8544631,187482,392543,125
3,전북특별자치도 익산시,8490276,104247,438635,77
3,전북특별자치도 정읍시,2805138,35007,177968,43
3,전북특별자치도 남원시,2508484,46941,157847,52
3,전북특별자치도 김제시,2403866,36131,224639,21
3,전북특별자치도 완주군,3166099,53317,450392,67
3,전북특별자치도 진안군,676815,11353,73428,15
3,전북특별자치도 무주군,905846,17098,61254,114
3,전북특별자치도 장수군,548541,3863,38403,3
3,전북특별자치도 임실군,1038401,22971,103614,10
3,전북특별자치도 순창군,792594,14507,71312,8
3,전북특별자치도 고창군,1828955,36916,126950,29
3,전북특별자치도 부안군,1797604,55631,136638,158
4,전북특별자치도 군산시,8198611,195234,392790,128
4,전북특별자치도 익산시,7869364,108107,394775,78
4,전북특별자치도 정읍시,2768084,41676,179730,46
4,전북특별자치도 남원시,2463061,49612,161188,52
4,전북특별자치도 김제시,2367461,37913,228719,21
4,전북특별자치도 완주군,3045871,63046,437993,74
4,전북특별자치도 진안군,800871,16903,93439,16
4,전북특별자치도 무주군,974142,21840,68213,120
4,전북특별자치도 장수군,550476,5044,41193,3
4,전북특별자치도 임실군,1088384,22934,110921,10
4,전북특별자치도 순창군,802343,14305,71835,9
4,전북특별자치도 고창군,2052454,58476,156670,31
4,전북특별자치도 부안군,1909556,78361,157028,164
5,전북특별자치도 군산시,8712183,201685,426333,129
5,전북특별자치도 익산시,8533925,112072,420276,80
5,전북특별자치도 정읍시,2892439,40954,188735,46
5,전북특별자치도 남원시,2705887,56864,199384,53
5,전북특별자치도 김제시,2518935,38839,236858,21
5,전북특별자치도 완주군,3321745,62873,450966,75
5,전북특별자치도 진안군,762912,13644,87680,16
5,전북특별자치도 무주군,1075230,26920,83250,122
5,전북특별자치도 장수군,602396,5268,46999,3
5,전북특별자치도 임실군,1141141,28103,120129,10
5,전북특별자치도 순창군,828411,14380,75362,9
5,전북특별자치도 고창군,2023649,46898,149570,32
5,전북특별자치도 부안군,2034209,83049,178469,170
6,전북특별자치도 군산시,8068961,182234,493148,129
6,전북특별자치도 익산시,7691486,109281,492846,81
6,전북특별자치도 정읍시,2772164,45804,230207,47
6,전북특별자치도 남원시,2441773,43513,200972,54
6,전북특별자치도 김제시,2282909,35650,287078,22
6,전북특별자치도 완주군,3081574,62928,560580,75
6,전북특별자치도 진안군,718281,13458,103853,16
6,전북특별자치도 무주군,1069801,35395,115290,123
6,전북특별자치도 장수군,594323,6062,54944,3
6,전북특별자치도 임실군,1027961,20428,132274,10
6,전북특별자치도 순창군,817262,14436,91813,9
6,전북특별자치도 고창군,1912634,46298,175684,32
6,전북특별자치도 부안군,1859464,81209,210207,174
7,전북특별자치도 군산시,8047696,173933,374711,131
7,전북특별자치도 익산시,7724299,107830,412261,82
7,전북특별자치도 정읍시,2751625,35636,176505,47
7,전북특별자치도 남원시,2501588,44756,168626,54
7,전북특별자치도 김제시,2273108,32930,221297,22
7,전북특별자치도 완주군,3122816,71275,466147,77
7,전북특별자치도 진안군,706049,12217,78398,16
7,전북특별자치도 무주군,1068449,37198,92724,121
7,전북특별자치도 장수군,591510,6621,46367,3
7,전북특별자치도 임실군,971169,16368,98787,9
7,전북특별자치도 순창군,760787,11190,64666,11
7,전북특별자치도 고창군,1790579,33026,119922,33
7,전북특별자치도 부안군,1860369,82499,164087,171
8,전북특별자치도 군산시,8223285,216481,448243,132
8,전북특별자치도 익산시,7832086,116964,438088,84
8,전북특별자치도 정읍시,2783919,41412,193685,47
8,전북특별자치도 남원시,2644302,62851,220648,55
8,전북특별자치도 김제시,2334720,38464,238680,22
8,전북특별자치도 완주군,3294768,93841,525876,77
8,전북특별자치도 진안군,802948,18176,103901,15
8,전북특별자치도 무주군,1273569,55886,141498,125
8,전북특별자치도 장수군,651728,9107,63238,3
8,전북특별자치도 임실군,1034846,19922,115711,9
8,전북특별자치도 순창군,844975,18995,85727,11
8,전북특별자치도 고창군,1880636,44466,146795,32
8,전북특별자치도 부안군,2065674,114749,232320,172
9,전북특별자치도 군산시,8163128,218984,529332,133
9,전북특별자치도 익산시,7843935,131664,552398,84
9,전북특별자치도 정읍시,2821946,50404,251520,47
9,전북특별자치도 남원시,2472829,52174,220678,55
9,전북특별자치도 김제시,2368526,47547,292325,23
9,전북특별자치도 완주군,3178326,62902,494737,77
9,전북특별자치도 진안군,790783,20107,113739,15
9,전북특별자치도 무주군,1173524,44694,115574,125
9,전북특별자치도 장수군,651044,10279,73126,4
9,전북특별자치도 임실군,1174466,28835,151409,9
9,전북특별자치도 순창군,794968,18124,98245,11
9,전북특별자치도 고창군,1869888,66339,208468,32
9,전북특별자치도 부안군,1935875,91081,213059,172
10,전북특별자치도 군산시,8672788,237250,464150,133
10,전북특별자치도 익산시,8322671,142544,450302,84
10,전북특별자치도 정읍시,3139820,73872,222967,48
10,전북특별자치도 남원시,2649597,62187,187475,55
10,전북특별자치도 김제시,2578521,58725,267331,23
10,전북특별자치도 완주군,3380690,70174,463262,80
10,전북특별자치도 진안군,784120,21731,90625,15
10,전북특별자치도 무주군,1186875,43115,91473,123
10,전북특별자치도 장수군,568273,8590,47363,4
10,전북특별자치도 임실군,1368763,50178,145348,9
10,전북특별자치도 순창군,891996,25005,92031,11
10,전북특별자치도 고창군,2004528,79382,171128,33
10,전북특별자치도 부안군,2055667,92711,179862,175
11,전북특별자치도 군산시,8010112,171071,497689,134
11,전북특별자치도 익산시,7969318,106287,534813,83
11,전북특별자치도 정읍시,3012756,64748,283960,48
11,전북특별자치도 남원시,2401234,42864,207159,56
11,전북특별자치도 김제시,2292657,38521,307748,22
11,전북특별자치도 완주군,3109114,55292,556112,76
11,전북특별자치도 진안군,684143,15874,100243,15
11,전북특별자치도 무주군,998810,31737,98284,124
11,전북특별자치도 장수군,520679,4923,54568,4
11,전북특별자치도 임실군,1001682,21712,133236,9
11,전북특별자치도 순창군,887156,21225,116874,11
11,전북특별자치도 고창군,1750050,46516,181224,32
11,전북특별자치도 부안군,1792882,59768,190459,172
12,전북특별자치도 군산시,7970156,167592,367492,135
12,전북특별자치도 익산시,7836207,99986,391487,85
12,전북특별자치도 정읍시,2652332,32803,164334,48
12,전북특별자치도 남원시,2278591,33346,142342,56
12,전북특별자치도 김제시,2172326,34639,211614,22
12,전북특별자치도 완주군,2811871,46776,394755,79
12,전북특별자치도 진안군,599922,8703,58524,15
12,전북특별자치도 무주군,1192183,65255,115082,125
12,전북특별자치도 장수군,452706,2898,32805,4
12,전북특별자치도 임실군,875510,17063,90744,10
12,전북특별자치도 순창군,622461,9460,55069,11
12,전북특별자치도 고창군,1628395,24556,98476,32
12,전북특별자치도 부안군,1721669,53893,126240,173
1,제주특별자치도 제주시,18925118,690755,1149500,1311
1,제주특별자치도 서귀포시,8222230,538449,887660,942
2,제주특별자치도 제주시,17602573,712143,1272905,1315
2,제주특별자치도 서귀포시,7731891,570317,979857,941
3,제주특별자치도 제주시,19799557,716666,1063137,1330
3,제주특별자치도 서귀포시,8508222,553099,797452,951
4,제주특별자치도 제주시,19006199,679116,1149037,1421
4,제주특별자치도 서귀포시,8515290,522994,872067,1016
5,제주특별자치도 제주시,19986169,703136,1162571,1437
5,제주특별자치도 서귀포시,8768186,517204,886462,1020
6,제주특별자치도 제주시,19263158,729109,1423633,1445
6,제주특별자치도 서귀포시,8269975,521169,1020566,1021
7,제주특별자치도 제주시,19593061,744992,1241111,1449
7,제주특별자치도 서귀포시,8286926,499218,821610,1025
8,제주특별자치도 제주시,20086884,947574,1532262,1473
8,제주특별자치도 서귀포시,8823165,637407,1012652,1037
9,제주특별자치도 제주시,18280672,749938,1191888,1489
9,제주특별자치도 서귀포시,7745590,500164,815987,1038
10,제주특별자치도 제주시,20145873,787850,1322532,1483
10,제주특별자치도 서귀포시,8911544,539243,927042,1042
11,제주특별자치도 제주시,18722335,637167,1403200,1500
11,제주특별자치도 서귀포시,8042430,431032,960861,1049
12,제주특별자치도 제주시,18835167,622337,1030539,1517
12,제주특별자치도 서귀포시,7933875,471018,734521,1053
1,충청남도 천안시 동남구,7390428,192740,716164,71
1,충청남도 천안시 서북구,7331543,230885,908231,88
1,충청남도 공주시,3648420,94888,375022,123
1,충청남도 보령시,3647894,113144,231164,259
1,충청남도 아산시,8012825,238491,705135,91
1,충청남도 서산시,4582809,81707,264252,93
1,충청남도 논산시,3581936,57355,259701,57
1,충청남도 계룡시,1177473,17070,86327,17
1,충청남도 당진시,5253005,103235,316687,49
1,충청남도 금산군,1862273,18230,165271,32
1,충청남도 부여군,2416935,44737,143071,20
1,충청남도 서천군,1908301,33929,133310,26
1,충청남도 청양군,1004413,17326,94012,14
1,충청남도 홍성군,2697743,43242,192950,26
1,충청남도 예산군,2772124,88490,240046,41
1,충청남도 태안군,2563367,98210,156480,671
2,충청남도 천안시 동남구,7015810,209820,741624,72
2,충청남도 천안시 서북구,6878073,232975,942065,89
2,충청남도 공주시,3224990,102872,328770,122
2,충청남도 보령시,3324770,112098,213569,261
2,충청남도 아산시,7855633,260800,747951,96
2,충청남도 서산시,4248234,88142,237168,97
2,충청남도 논산시,3203010,58905,239184,53
2,충청남도 계룡시,1081011,17965,81247,16
2,충청남도 당진시,4863891,114742,292538,49
2,충청남도 금산군,1659514,18129,150078,32
2,충청남도 부여군,2118355,52345,124330,20
2,충청남도 서천군,1668951,36754,117312,26
2,충청남도 청양군,850330,14735,74044,14
2,충청남도 홍성군,2528494,50902,182427,27
2,충청남도 예산군,2640152,127017,253590,40
2,충청남도 태안군,2436193,124274,164181,661
3,충청남도 천안시 동남구,8663144,245234,868429,71
3,충청남도 천안시 서북구,8069697,254720,992206,90
3,충청남도 공주시,3989945,128360,408239,122
3,충청남도 보령시,3770373,117558,225212,263
3,충청남도 아산시,9105796,290936,827665,96
3,충청남도 서산시,5021245,120843,283602,100
3,충청남도 논산시,3920697,86896,298560,53
3,충청남도 계룡시,1307138,20020,84517,16
3,충청남도 당진시,5748036,154085,356917,49
3,충청남도 금산군,2049215,24619,182437,32
3,충청남도 부여군,2479835,54482,133511,20
3,충청남도 서천군,2019171,61999,151237,26
3,충청남도 청양군,969142,12779,78805,15
3,충청남도 홍성군,2917648,50381,195631,27
3,충청남도 예산군,2881704,92338,234288,40
3,충청남도 태안군,2970899,153388,207511,663
4,충청남도 천안시 동남구,7667493,262720,786123,73
4,충청남도 천안시 서북구,7256545,250573,931257,91
4,충청남도 공주시,3917871,146599,396848,129
4,충청남도 보령시,3851471,123251,248632,291
4,충청남도 아산시,8325121,300253,777756,99
4,충청남도 서산시,5065827,168881,301294,108
4,충청남도 논산시,3600095,67040,259945,58
4,충청남도 계룡시,1187818,20858,85059,17
4,충청남도 당진시,5765211,173249,371310,52
4,충청남도 금산군,2012759,27965,182274,32
4,충청남도 부여군,2522144,55255,144535,20
4,충청남도 서천군,1976938,48867,148842,29
4,충청남도 청양군,980953,16960,82251,18
4,충청남도 홍성군,2777205,42219,183536,29
4,충청남도 예산군,2944961,110385,252122,44
4,충청남도 태안군,3400979,210472,283053,787
5,충청남도 천안시 동남구,8618670,265841,808784,73
5,충청남도 천안시 서북구,7643205,262332,942902,91
5,충청남도 공주시,4166371,144976,431684,129
5,충청남도 보령시,4097977,138562,281567,288
5,충청남도 아산시,9279307,306241,795464,98
5,충청남도 서산시,5224905,108793,300980,107
5,충청남도 논산시,3866329,70633,277370,58
5,충청남도 계룡시,1304950,21690,87898,17
5,충청남도 당진시,5996600,159908,386035,50
5,충청남도 금산군,2120482,28385,193394,32
5,충청남도 부여군,2629964,59069,158275,21
5,충청남도 서천군,2158906,48510,166304,30
5,충청남도 청양군,1027233,13703,84440,18
5,충청남도 홍성군,2867176,44406,193025,29
5,충청남도 예산군,3039360,108385,265245,44
5,충청남도 태안군,3510101,220208,305546,781
6,충청남도 천안시 동남구,7688465,253277,989470,73
6,충청남도 천안시 서북구,6436085,261941,1168364,89
6,충청남도 공주시,3884599,167662,517979,130
6,충청남도 보령시,3915214,138306,344097,288
6,충청남도 아산시,8275105,297862,970058,97
6,충청남도 서산시,5006896,104769,357115,108
6,충청남도 논산시,3605536,67263,328473,58
6,충청남도 계룡시,1206663,22285,109122,17
6,충청남도 당진시,5649380,160181,441728,52
6,충청남도 금산군,2017567,29261,238355,32
6,충청남도 부여군,2489346,57103,179146,20
6,충청남도 서천군,2015392,49052,184492,31
6,충청남도 청양군,869396,11974,96349,18
6,충청남도 홍성군,2841289,42218,228475,29
6,충청남도 예산군,2866058,105784,312736,46
6,충청남도 태안군,3373763,226498,368441,793
7,충청남도 천안시 동남구,7417648,255434,772966,74
7,충청남도 천안시 서북구,6506729,274937,964862,88
7,충청남도 공주시,3725917,125719,395761,130
7,충청남도 보령시,3981355,133806,274644,287
7,충청남도 아산시,8304315,290394,787632,89
7,충청남도 서산시,4834261,102385,278688,107
7,충청남도 논산시,3446976,63350,274016,58
7,충청남도 계룡시,1227027,21198,86620,17
7,충청남도 당진시,5388047,141087,328383,50
7,충청남도 금산군,1959337,26851,177629,32
7,충청남도 부여군,2487749,58269,137545,21
7,충청남도 서천군,1851595,36294,124807,32
7,충청남도 청양군,835948,11374,73623,18
7,충청남도 홍성군,2561344,40165,182452,31
7,충청남도 예산군,2686134,95192,236138,46
7,충청남도 태안군,3318634,199618,257145,802
8,충청남도 천안시 동남구,7689195,285169,818104,75
8,충청남도 천안시 서북구,6476803,277839,956580,90
8,충청남도 공주시,3905705,142581,466821,134
8,충청남도 보령시,4181150,178178,368851,291
8,충청남도 아산시,8597760,309164,804446,87
8,충청남도 서산시,4893375,122392,325993,109
8,충청남도 논산시,3506569,75102,294694,58
8,충청남도 계룡시,1253104,20969,88999,17
8,충청남도 당진시,5379557,159479,383470,51
8,충청남도 금산군,2017437,33636,204194,32
8,충청남도 부여군,2432231,61429,149975,23
8,충청남도 서천군,2185636,65279,174192,34
8,충청남도 청양군,826292,16045,86344,18
8,충청남도 홍성군,2768850,47378,203785,32
8,충청남도 예산군,2800241,110870,266238,46
8,충청남도 태안군,3632210,275319,383461,820
9,충청남도 천안시 동남구,7707527,254204,931409,76
9,충청남도 천안시 서북구,6400290,255118,1027213,93
9,충청남도 공주시,3873535,165205,612249,135
9,충청남도 보령시,4050136,207150,362081,293
9,충청남도 아산시,8380961,311487,903524,88
9,충청남도 서산시,4706485,132340,356119,112
